# container: cpu_percent = % de 1 core, ram_mb = cgroup. host: host_cpu_percent = % total, host_ram_mb = /proc/meminfo
# host specs: 8 CPUs, 19.3GB RAM | container limit: 4.0 CPUs, 16.0GB RAM
timestamp,epoch,cpu_percent,ram_mb,host_cpu_percent,host_ram_mb
2026-06-22T01:08:37.648114,0,186.18,132.3,0.0,1822.0
2026-06-22T01:08:38.649469,0,121.18,183.5,17.5,1869.5
2026-06-22T01:08:39.650805,0,4.82,187.6,2.9,1871.2
2026-06-22T01:08:40.652171,0,39.25,621.2,8.2,2299.0
2026-06-22T01:08:41.653519,1,137.52,808.4,21.2,2484.7
2026-06-22T01:08:42.654927,1,210.06,809.9,29.9,2471.1
2026-06-22T01:08:43.658968,1,211.82,810.1,28.6,2470.8
2026-06-22T01:08:44.660141,2,179.04,853.1,22.9,2508.9
2026-06-22T01:08:45.661522,2,209.6,853.2,28.6,2509.7
2026-06-22T01:08:46.662887,2,213.44,853.1,25.8,2510.1
2026-06-22T01:08:47.664045,2,169.2,866.7,24.5,2521.3
2026-06-22T01:08:48.665384,2,58.5,30.0,10.0,1686.8
