# container: cpu_percent = % de 1 core, ram_mb = cgroup. host: host_cpu_percent = % total, host_ram_mb = /proc/meminfo
# host specs: 8 CPUs, 19.3GB RAM | container limit: 4.0 CPUs, 16.0GB RAM
timestamp,epoch,cpu_percent,ram_mb,host_cpu_percent,host_ram_mb
2026-06-21T22:54:17.733891,0,277.94,767.1,0.0,10801.2
2026-06-21T22:54:18.734926,0,248.1,942.0,53.5,10973.1
2026-06-21T22:54:19.737756,0,160.99,962.1,52.6,11000.3
2026-06-21T22:54:20.739286,0,106.97,965.5,43.1,10996.7
2026-06-21T22:54:21.740055,0,102.87,966.5,35.3,10998.5
2026-06-21T22:54:22.741597,0,104.45,968.4,45.4,10993.1
2026-06-21T22:54:23.743231,0,115.85,977.7,59.3,10991.4
2026-06-21T22:54:24.744073,0,206.05,1412.4,56.6,11422.8
2026-06-21T22:54:25.745635,0,201.54,1417.4,48.5,11423.0
2026-06-21T22:54:26.747243,0,202.04,1421.4,51.0,11422.4
2026-06-21T22:54:27.749806,0,203.07,1426.6,53.4,11426.0
2026-06-21T22:54:28.751493,0,201.57,1431.1,52.1,11440.2
2026-06-21T22:54:29.753552,0,205.77,1868.2,77.0,11882.5
2026-06-21T22:54:30.754973,1,199.62,1599.4,67.6,11610.6
2026-06-21T22:54:31.756324,1,241.03,1609.4,82.6,11613.9
2026-06-21T22:54:32.757723,1,239.7,1611.7,83.0,11615.8
2026-06-21T22:54:33.759369,1,246.36,1612.9,80.1,11622.8
2026-06-21T22:54:34.760219,1,265.82,1614.3,73.0,11614.3
2026-06-21T22:54:35.761843,1,235.0,1614.9,86.2,11607.2
2026-06-21T22:54:36.763395,1,242.32,1616.1,84.3,11755.8
2026-06-21T22:54:37.764108,1,222.78,1651.9,90.4,11800.8
2026-06-21T22:54:38.765595,1,211.1,1659.7,70.6,11780.8
2026-06-21T22:54:39.767451,2,178.69,1661.5,59.8,11742.2
2026-06-21T22:54:40.772288,2,230.09,1661.9,85.2,11893.8
2026-06-21T22:54:41.773888,2,198.18,1662.1,95.7,11745.5
2026-06-21T22:54:42.775550,2,252.3,1662.3,79.8,11726.2
2026-06-21T22:54:43.776190,2,260.9,1662.8,77.2,11732.4
2026-06-21T22:54:44.778481,2,271.98,1663.0,70.8,11736.1
2026-06-21T22:54:45.780055,2,263.56,1666.9,70.3,11736.5
2026-06-21T22:54:46.781402,2,223.86,1674.6,57.9,11740.7
2026-06-21T22:54:47.782879,2,221.62,1255.2,63.3,11314.5
2026-06-21T22:54:48.784049,2,128.25,830.6,40.7,10892.4
