# container: cpu_percent = % de 1 core, ram_mb = cgroup. host: host_cpu_percent = % total, host_ram_mb = /proc/meminfo
# host specs: 8 CPUs, 19.3GB RAM | container limit: 4.0 CPUs, 16.0GB RAM
timestamp,epoch,cpu_percent,ram_mb,host_cpu_percent,host_ram_mb
2026-06-22T01:27:31.059347,0,155.03,207.3,0.0,1867.5
2026-06-22T01:27:32.061420,0,59.5,273.1,8.4,1915.3
2026-06-22T01:27:33.064521,0,0.98,273.3,1.3,1909.2
2026-06-22T01:27:34.067896,0,4.07,280.4,1.7,1910.0
2026-06-22T01:27:35.072372,0,5.44,291.5,2.3,1912.7
2026-06-22T01:27:36.075944,0,6.69,302.7,2.8,1899.0
2026-06-22T01:27:37.079415,0,6.47,314.3,2.9,1898.4
2026-06-22T01:27:38.081469,0,4.44,321.7,2.7,1899.6
2026-06-22T01:27:39.085259,0,1.36,323.9,0.6,1898.5
2026-06-22T01:27:40.088457,0,1.28,325.2,0.4,1897.7
2026-06-22T01:27:41.091242,0,1.12,326.5,0.7,1897.8
2026-06-22T01:27:42.093320,0,1.31,328.1,0.1,1897.8
2026-06-22T01:27:43.096183,0,0.8,328.6,1.1,1899.8
2026-06-22T01:27:44.098949,0,0.78,329.2,0.7,1900.2
2026-06-22T01:27:45.101515,0,1.63,330.0,1.9,1895.5
2026-06-22T01:27:46.104460,0,3.11,332.0,1.1,1895.5
2026-06-22T01:27:47.107732,0,5.61,335.5,1.7,1895.8
2026-06-22T01:27:48.110838,0,9.14,342.7,4.0,1897.4
2026-06-22T01:27:49.114722,0,9.79,352.4,3.9,1896.6
2026-06-22T01:27:50.119088,0,9.26,360.6,2.9,1896.7
2026-06-22T01:27:51.122114,0,8.51,371.8,3.4,1896.6
2026-06-22T01:27:52.126105,0,9.51,382.3,2.7,1896.7
2026-06-22T01:27:53.127069,0,6.74,391.6,3.5,1899.1
2026-06-22T01:27:54.128147,0,5.37,402.6,2.3,1899.4
2026-06-22T01:27:55.129503,0,5.5,413.1,2.4,1916.4
2026-06-22T01:27:56.130866,0,6.29,425.4,3.9,1916.0
2026-06-22T01:27:57.132069,0,7.17,436.6,5.0,1916.9
2026-06-22T01:27:58.133383,0,6.06,448.5,3.0,1915.6
2026-06-22T01:27:59.134694,0,5.6,459.4,3.1,1900.2
2026-06-22T01:28:00.136070,0,6.1,470.4,3.0,1914.6
2026-06-22T01:28:01.137371,0,7.19,482.4,3.4,1915.4
2026-06-22T01:28:02.138742,0,7.93,493.3,3.1,1901.1
2026-06-22T01:28:03.140055,0,8.15,505.0,4.2,1902.2
2026-06-22T01:28:04.141371,0,6.67,516.9,3.0,1901.7
