# container: cpu_percent = % de 1 core, ram_mb = cgroup. host: host_cpu_percent = % total, host_ram_mb = /proc/meminfo
# host specs: 8 CPUs, 19.3GB RAM | container limit: 4.0 CPUs, 16.0GB RAM
timestamp,epoch,cpu_percent,ram_mb,host_cpu_percent,host_ram_mb
2026-06-21T23:10:38.781514,0,279.67,778.3,0.0,10950.6
2026-06-21T23:10:39.782968,0,202.24,800.9,46.0,10968.8
2026-06-21T23:10:40.784089,0,205.87,905.1,49.8,11093.2
2026-06-21T23:10:41.785684,0,202.31,892.2,64.3,11072.5
2026-06-21T23:10:42.787370,0,201.74,898.2,53.8,11074.0
2026-06-21T23:10:43.788297,0,199.92,900.5,53.1,11071.7
2026-06-21T23:10:44.789612,0,199.51,911.8,40.7,11078.2
2026-06-21T23:10:45.791075,0,170.27,933.3,51.5,11108.0
2026-06-21T23:10:46.792061,0,102.47,933.7,34.8,11105.7
2026-06-21T23:10:47.793434,0,102.83,933.6,38.7,11096.3
2026-06-21T23:10:48.794817,0,101.69,934.1,36.5,11091.8
2026-06-21T23:10:49.796421,0,102.74,934.5,38.0,11089.7
2026-06-21T23:10:50.797837,0,103.87,936.7,48.8,11092.9
2026-06-21T23:10:51.799390,0,119.72,938.5,64.2,11100.5
2026-06-21T23:10:52.799991,0,116.36,1101.9,71.2,11294.3
2026-06-21T23:10:53.801746,0,109.31,1104.4,53.5,11293.3
2026-06-21T23:10:54.803159,0,103.96,1105.9,43.3,11291.4
2026-06-21T23:10:55.804041,0,105.34,1108.7,44.3,11296.8
2026-06-21T23:10:56.805436,0,103.96,1110.4,42.9,11252.8
2026-06-21T23:10:57.806871,0,104.45,1112.2,54.9,11245.7
2026-06-21T23:10:58.808173,0,104.5,1115.1,49.1,11255.0
2026-06-21T23:10:59.809558,0,106.52,1118.2,76.9,11290.4
2026-06-21T23:11:00.810979,0,119.56,1125.1,54.8,11321.2
2026-06-21T23:11:01.811956,0,115.89,1130.3,54.6,11320.2
2026-06-21T23:11:02.813404,0,112.38,1136.5,49.9,11327.5
2026-06-21T23:11:03.814975,0,109.96,1142.9,53.1,11335.8
2026-06-21T23:11:04.816030,0,109.03,1148.1,57.0,11320.7
